transaction_time,account_number,transaction_type,amount,source_file
2024-04-19 19:36:22,984617160,Transfer,7544.46,transactions6.csv
2024-04-19 19:36:22,862986947,Deposit,9572.24,transactions6.csv
2024-04-19 19:36:22,937647425,Withdrawal,827.11,transactions6.csv
2024-04-19 19:36:22,824707383,Deposit,6594.1,transactions6.csv
2024-04-19 19:36:22,638990857,Withdrawal,7606.63,transactions6.csv
2024-04-19 19:36:22,937647425,Transfer,1760.24,transactions6.csv
2024-04-19 19:36:22,539884640,Withdrawal,4809.12,transactions6.csv
2024-04-19 19:36:22,638990857,Deposit,8596.43,transactions6.csv
2024-04-19 19:36:22,483922007,Transfer,6468.25,transactions6.csv
2024-04-19 19:36:22,483922007,Transfer,7385.77,transactions6.csv
2024-04-19 19:36:22,881664479,Withdrawal,8671.16,transactions6.csv
2024-04-19 19:36:22,616218555,Deposit,2744.03,transactions6.csv
2024-04-19 19:36:22,357545469,Transfer,4394.86,transactions6.csv
2024-04-19 19:36:22,638990857,Withdrawal,3308.56,transactions6.csv
2024-04-19 19:36:22,862986947,Deposit,5052.87,transactions6.csv
2024-04-19 19:36:22,483922007,Deposit,6597.99,transactions6.csv
2024-04-19 19:36:22,483922007,Withdrawal,4096.95,transactions6.csv
2024-04-19 19:36:22,638990857,Withdrawal,8591.54,transactions6.csv
2024-04-19 19:36:22,616218555,Deposit,2880.13,transactions6.csv
2024-04-19 19:36:22,912464069,Withdrawal,8785.5,transactions6.csv
2024-04-19 19:36:22,937647425,Transfer,4717.86,transactions6.csv
2024-04-19 19:36:22,539884640,Transfer,9576.16,transactions6.csv
2024-04-19 19:36:22,912464069,Transfer,1884.35,transactions6.csv
2024-04-19 19:36:22,567583879,Withdrawal,6237.01,transactions6.csv
2024-04-19 19:36:22,357545469,Deposit,9548.69,transactions6.csv
2024-04-19 19:36:22,483922007,Transfer,3641.06,transactions6.csv
2024-04-19 19:36:22,824707383,Withdrawal,3750.56,transactions6.csv
2024-04-19 19:36:22,881664479,Deposit,8203.62,transactions6.csv
2024-04-19 19:36:22,483922007,Withdrawal,7633.02,transactions6.csv
2024-04-19 19:36:22,638990857,Transfer,2304.52,transactions6.csv
2024-04-19 19:36:22,862986947,Withdrawal,5026.65,transactions6.csv
2024-04-19 19:36:22,461704306,Transfer,3140.58,transactions6.csv
2024-04-19 19:36:22,461704306,Transfer,2898.99,transactions6.csv
2024-04-19 19:36:22,937647425,Deposit,8609.4,transactions6.csv
2024-04-19 19:36:22,539884640,Transfer,6232.85,transactions6.csv
2024-04-19 19:36:22,937647425,Withdrawal,1673.02,transactions6.csv
2024-04-19 19:36:22,937647425,Transfer,809.81,transactions6.csv
2024-04-19 19:36:22,357545469,Deposit,4963.04,transactions6.csv
2024-04-19 19:36:22,984617160,Transfer,114.99,transactions6.csv
2024-04-19 19:36:22,824707383,Withdrawal,1789.77,transactions6.csv
2024-04-19 19:36:22,862986947,Withdrawal,2081.3,transactions6.csv
2024-04-19 19:36:22,824707383,Transfer,1148.01,transactions6.csv
2024-04-19 19:36:22,567583879,Transfer,6856.15,transactions6.csv
2024-04-19 19:36:22,937647425,Deposit,4053.63,transactions6.csv
2024-04-19 19:36:22,483922007,Withdrawal,7177.75,transactions6.csv
2024-04-19 19:36:22,800133099,Withdrawal,2687.35,transactions6.csv
2024-04-19 19:36:22,461704306,Withdrawal,6751.87,transactions6.csv
2024-04-19 19:36:22,357545469,Transfer,744.53,transactions6.csv
2024-04-19 19:36:22,984617160,Transfer,4403.09,transactions6.csv
2024-04-19 19:36:22,567583879,Deposit,1844.92,transactions6.csv
2024-04-19 19:36:22,567583879,Withdrawal,4465.45,transactions6.csv
2024-04-19 19:36:22,638990857,Transfer,4700.15,transactions6.csv
2024-04-19 19:36:22,824707383,Withdrawal,388.47,transactions6.csv
2024-04-19 19:36:22,638990857,Withdrawal,2701.36,transactions6.csv
2024-04-19 19:36:22,461704306,Deposit,4950.93,transactions6.csv
2024-04-19 19:36:22,937647425,Deposit,7211.29,transactions6.csv
2024-04-19 19:36:22,862986947,Deposit,2848.93,transactions6.csv
2024-04-19 19:36:22,862986947,Deposit,2441.91,transactions6.csv
2024-04-19 19:36:22,567583879,Transfer,3369.56,transactions6.csv
2024-04-19 19:36:22,862986947,Transfer,3357.02,transactions6.csv
2024-04-19 19:36:22,824707383,Withdrawal,2342.16,transactions6.csv
2024-04-19 19:36:22,539884640,Transfer,6909.27,transactions6.csv
2024-04-19 19:36:22,800133099,Transfer,3723.53,transactions6.csv
2024-04-19 19:36:22,881664479,Deposit,2137.26,transactions6.csv
2024-04-19 19:36:22,567583879,Transfer,7638.63,transactions6.csv
2024-04-19 19:36:22,357545469,Withdrawal,8592.42,transactions6.csv
2024-04-19 19:36:22,984617160,Withdrawal,5473.09,transactions6.csv
2024-04-19 19:36:22,567583879,Withdrawal,2063.47,transactions6.csv
2024-04-19 19:36:22,616218555,Transfer,1263.24,transactions6.csv
2024-04-19 19:36:22,937647425,Transfer,7224.88,transactions6.csv
2024-04-19 19:36:22,483922007,Deposit,2631.9,transactions6.csv
2024-04-19 19:36:22,800133099,Deposit,5329.63,transactions6.csv
2024-04-19 19:36:22,912464069,Transfer,8125.91,transactions6.csv
2024-04-19 19:36:22,800133099,Deposit,7169.52,transactions6.csv
2024-04-19 19:36:22,357545469,Withdrawal,2996.31,transactions6.csv
2024-04-19 19:36:22,638990857,Deposit,2581.4,transactions6.csv
2024-04-19 19:36:22,912464069,Withdrawal,8567.83,transactions6.csv
2024-04-19 19:36:22,800133099,Transfer,9884.63,transactions6.csv
2024-04-19 19:36:22,912464069,Transfer,8126.26,transactions6.csv
2024-04-19 19:36:22,539884640,Withdrawal,8938.88,transactions6.csv
2024-04-19 19:36:22,912464069,Deposit,3362.56,transactions6.csv
2024-04-19 19:36:22,483922007,Transfer,8167.21,transactions6.csv
2024-04-19 19:36:22,881664479,Transfer,6166.36,transactions6.csv
2024-04-19 19:36:22,984617160,Transfer,9568.05,transactions6.csv
2024-04-19 19:36:22,539884640,Deposit,1937.97,transactions6.csv
2024-04-19 19:36:22,539884640,Deposit,3783.17,transactions6.csv
2024-04-19 19:36:22,357545469,Withdrawal,7195.32,transactions6.csv
2024-04-19 19:36:22,800133099,Deposit,193.55,transactions6.csv
2024-04-19 19:36:22,824707383,Withdrawal,8529.96,transactions6.csv
2024-04-19 19:36:22,912464069,Deposit,3068.83,transactions6.csv
2024-04-19 19:36:22,483922007,Withdrawal,4450.38,transactions6.csv
2024-04-19 19:36:22,638990857,Withdrawal,971.52,transactions6.csv
2024-04-19 19:36:22,824707383,Deposit,2857.13,transactions6.csv
2024-04-19 19:36:22,567583879,Withdrawal,5843.19,transactions6.csv
2024-04-19 19:36:22,862986947,Transfer,1110.1,transactions6.csv
2024-04-19 19:36:22,357545469,Deposit,4116.29,transactions6.csv
2024-04-19 19:36:22,800133099,Transfer,5198.51,transactions6.csv
2024-04-19 19:36:22,862986947,Withdrawal,1886.21,transactions6.csv
2024-04-19 19:36:22,483922007,Deposit,8692.36,transactions6.csv
2024-04-19 19:36:22,567583879,Withdrawal,6873.84,transactions6.csv
2024-04-19 19:36:22,567583879,Withdrawal,7340.23,transactions6.csv
2024-04-19 19:36:22,357545469,Deposit,2309.88,transactions6.csv
2024-04-19 19:36:22,461704306,Transfer,610.3,transactions6.csv
2024-04-19 19:36:22,539884640,Deposit,4379.43,transactions6.csv
2024-04-19 19:36:22,937647425,Transfer,914.86,transactions6.csv
2024-04-19 19:36:22,912464069,Withdrawal,9789.46,transactions6.csv
2024-04-19 19:36:22,461704306,Withdrawal,2100.17,transactions6.csv
2024-04-19 19:36:22,824707383,Transfer,7941.44,transactions6.csv
2024-04-19 19:36:22,912464069,Deposit,7718.0,transactions6.csv
2024-04-19 19:36:22,483922007,Withdrawal,5893.54,transactions6.csv
2024-04-19 19:36:22,616218555,Deposit,1457.96,transactions6.csv
2024-04-19 19:36:22,862986947,Withdrawal,3800.58,transactions6.csv
2024-04-19 19:36:22,824707383,Deposit,3913.49,transactions6.csv
2024-04-19 19:36:22,539884640,Deposit,4830.54,transactions6.csv
2024-04-19 19:36:22,539884640,Transfer,8705.27,transactions6.csv
2024-04-19 19:36:22,567583879,Deposit,3139.29,transactions6.csv
2024-04-19 19:36:22,984617160,Transfer,9877.57,transactions6.csv
2024-04-19 19:36:22,881664479,Deposit,4604.9,transactions6.csv
2024-04-19 19:36:22,483922007,Withdrawal,9419.85,transactions6.csv
2024-04-19 19:36:22,824707383,Deposit,6516.29,transactions6.csv
2024-04-19 19:36:22,912464069,Deposit,8833.17,transactions6.csv
2024-04-19 19:36:22,912464069,Transfer,1911.98,transactions6.csv
2024-04-19 19:36:22,862986947,Transfer,2302.81,transactions6.csv
2024-04-19 19:36:22,483922007,Deposit,3253.25,transactions6.csv
2024-04-19 19:36:22,539884640,Withdrawal,9683.92,transactions6.csv
2024-04-19 19:36:22,483922007,Withdrawal,9892.41,transactions6.csv
2024-04-19 19:36:22,800133099,Deposit,7534.95,transactions6.csv
2024-04-19 19:36:22,937647425,Deposit,3068.38,transactions6.csv
2024-04-19 19:36:22,483922007,Deposit,5000.72,transactions6.csv
2024-04-19 19:36:22,937647425,Withdrawal,8633.91,transactions6.csv
2024-04-19 19:36:22,638990857,Transfer,1194.62,transactions6.csv
2024-04-19 19:36:22,483922007,Deposit,6752.44,transactions6.csv
2024-04-19 19:36:22,862986947,Withdrawal,6171.0,transactions6.csv
2024-04-19 19:36:22,912464069,Deposit,4451.43,transactions6.csv
2024-04-19 19:36:22,616218555,Withdrawal,6414.53,transactions6.csv
2024-04-19 19:36:22,824707383,Withdrawal,2170.23,transactions6.csv
2024-04-19 19:36:22,616218555,Transfer,1679.33,transactions6.csv
2024-04-19 19:36:22,824707383,Withdrawal,1869.07,transactions6.csv
2024-04-19 19:36:22,483922007,Withdrawal,6539.64,transactions6.csv
2024-04-19 19:36:22,800133099,Transfer,8994.11,transactions6.csv
2024-04-19 19:36:22,862986947,Transfer,2163.07,transactions6.csv
2024-04-19 19:36:22,357545469,Deposit,6449.03,transactions6.csv
2024-04-19 19:36:22,567583879,Transfer,6948.73,transactions6.csv
2024-04-19 19:36:22,539884640,Withdrawal,4468.38,transactions6.csv
2024-04-19 19:36:22,984617160,Deposit,8254.9,transactions6.csv
2024-04-19 19:36:22,800133099,Transfer,3366.97,transactions6.csv
2024-04-19 19:36:22,357545469,Deposit,3674.18,transactions6.csv
2024-04-19 19:36:22,483922007,Withdrawal,3466.16,transactions6.csv
2024-04-19 19:36:22,567583879,Deposit,9948.3,transactions6.csv
2024-04-19 19:36:22,881664479,Transfer,8488.6,transactions6.csv
2024-04-19 19:36:22,461704306,Withdrawal,2187.66,transactions6.csv
2024-04-19 19:36:22,461704306,Withdrawal,7811.89,transactions6.csv
2024-04-19 19:36:22,824707383,Withdrawal,2792.81,transactions6.csv
2024-04-19 19:36:22,824707383,Transfer,8419.76,transactions6.csv
2024-04-19 19:36:22,638990857,Withdrawal,1410.73,transactions6.csv
2024-04-19 19:36:22,984617160,Transfer,5927.0,transactions6.csv
2024-04-19 19:36:22,567583879,Deposit,5386.19,transactions6.csv
2024-04-19 19:36:22,800133099,Transfer,8013.07,transactions6.csv
2024-04-19 19:36:22,539884640,Deposit,7114.35,transactions6.csv
2024-04-19 19:36:22,912464069,Deposit,9823.69,transactions6.csv
2024-04-19 19:36:22,638990857,Deposit,3359.24,transactions6.csv
2024-04-19 19:36:22,567583879,Withdrawal,772.56,transactions6.csv
2024-04-19 19:36:22,616218555,Transfer,6189.64,transactions6.csv
2024-04-19 19:36:22,984617160,Transfer,2528.21,transactions6.csv
